"JUD" "DEN_JUD" "DEN_CIRC" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL ALIANÞA SOCIALISTÃ" "BOTOªANI_3_CONÞAC CONSTANTIN"
35 "SUCEAVA" "VEREªTI" 5504 5484 20 0 1789 1769 20 0 6000 4211 1722 38 29 1020 5 318 61 288 0 6 0 0 24 0 0 0
35 "SUCEAVA" "VICOVU DE JOS" 4814 4766 47 1 1614 1566 47 1 5300 3686 1545 39 30 966 1 191 30 312 0 21 0 0 17 0 7 0
35 "SUCEAVA" "VOITINEL" 2858 2814 9 35 1128 1084 9 35 3100 1972 1059 15 54 810 1 162 12 51 0 11 0 0 9 0 3 0
35 "SUCEAVA" "VOLOVÃÞ" 3905 3887 17 1 1322 1304 17 1 4300 2978 1267 26 29 895 0 249 11 84 0 17 0 0 7 0 4 0
35 "SUCEAVA" "VULTUREªTI" 2822 2796 26 0 1120 1094 26 0 3200 2080 1065 34 21 561 4 330 17 129 0 1 0 0 23 0 0 0
35 "SUCEAVA" "ZAMOSTEA" 2484 2444 34 6 1078 1038 34 6 2797 1719 1026 15 37 835 4 86 15 76 0 4 0 0 4 0 2 0
35 "SUCEAVA" "ZVORIªTEA" 4740 4665 67 8 2010 1939 63 8 5300 3290 1920 53 37 1406 12 213 27 232 0 15 0 0 11 0 4 0
36 "TELEORMAN" "BALACI" 1714 1575 18 121 1070 931 18 121 1810 740 1033 27 10 856 0 48 9 120 0 0 0 0 0 0 0 0
36 "TELEORMAN" "BÃBÃIÞA" 2511 2424 11 76 1874 1798 11 65 2800 926 1854 20 0 1621 0 180 0 53 0 0 0 0 0 0 0 0
36 "TELEORMAN" "BECIU" 1443 1411 32 0 752 720 32 0 1560 808 711 18 23 554 1 39 0 117 0 0 0 0 0 0 0 0
36 "TELEORMAN" "BEUCA" 1224 1141 8 75 776 700 8 68 1345 569 755 12 9 581 3 104 4 62 0 0 0 0 0 0 1 0
36 "TELEORMAN" "BLEJEªTI" 3177 3124 51 2 1797 1744 51 2 3440 1643 1741 32 24 1262 2 182 6 286 0 0 0 0 0 0 3 0
36 "TELEORMAN" "BOGDANA" 2145 2021 29 95 1286 1162 29 95 2303 1017 1225 38 23 934 0 78 0 211 0 0 0 0 0 2 0 0
36 "TELEORMAN" "BOTOROAGA" 4710 4464 26 220 3644 3398 26 220 5012 1368 3615 27 2 3131 0 408 0 76 0 0 0 0 0 0 0 0
36 "TELEORMAN" "BRAGADIRU" 3617 3496 73 48 1746 1625 73 48 3906 2160 1699 21 26 1411 1 79 0 204 0 0 0 0 0 0 4 0
36 "TELEORMAN" "BRÂNCENI" 2453 2386 8 59 1540 1473 8 59 2678 1138 1492 36 12 1205 2 88 0 191 0 0 0 0 0 6 0 0
36 "TELEORMAN" "BUJORENI" 865 865 0 0 371 371 0 0 960 589 356 6 9 236 0 77 2 40 0 0 0 0 0 0 1 0
36 "TELEORMAN" "BUJORU" 1549 1541 6 2 955 947 6 2 1715 760 920 18 17 456 1 329 0 133 0 0 0 0 0 0 1 0
36 "TELEORMAN" "BUZESCU" 3625 3458 32 135 1876 1709 32 135 3985 2109 1835 27 14 1567 4 88 0 175 0 0 0 0 0 0 1 0
36 "TELEORMAN" "CÃLINEªTI" 2947 2671 38 238 1870 1594 38 238 3156 1286 1815 24 31 1506 1 134 11 161 0 0 0 0 0 0 2 0
36 "TELEORMAN" "CÃLMÃÞUIU" 1766 1734 31 1 1261 1229 31 1 1955 694 1231 16 14 951 3 55 0 218 0 0 0 0 0 4 0 0
36 "TELEORMAN" "CÃLMÃÞUIU  DE SUS" 1955 1884 22 49 1042 971 22 49 2125 1083 981 36 25 696 2 56 8 218 0 0 0 0 0 0 1 0
36 "TELEORMAN" "CERVENIA" 2632 2577 17 38 1172 1120 17 35 2867 1695 1132 21 19 659 2 236 0 234 0 0 0 0 0 0 1 0
36 "TELEORMAN" "CIOLÃNEªTI" 2352 2212 74 66 1365 1225 74 66 2715 1350 1329 21 15 1012 3 70 25 217 0 0 0 0 0 0 2 0
36 "TELEORMAN" "CIUPERCENI" 1557 1476 11 70 929 850 9 70 1635 706 899 12 18 711 2 89 0 95 0 0 0 0 0 2 0 0
36 "TELEORMAN" "CONÞEªTI" 2998 2786 37 175 1903 1691 37 175 3175 1272 1854 25 24 1559 2 137 0 153 0 0 0 0 0 0 3 0
36 "TELEORMAN" "COSMEªTI" 2132 2071 26 35 1575 1514 26 35 2325 750 1567 4 4 1402 0 84 0 81 0 0 0 0 0 0 0 0
36 "TELEORMAN" "CRÂNGENI" 2597 2444 42 111 1380 1229 42 109 2750 1370 1298 52 30 912 0 103 0 281 0 0 0 0 0 2 0 0
36 "TELEORMAN" "CRÂNGU" 1230 1139 16 75 716 625 16 75 1345 629 701 6 9 583 0 41 0 76 0 0 0 0 0 1 0 0
36 "TELEORMAN" "CREVENICU" 1278 1267 11 0 638 627 11 0 1401 763 615 14 9 426 0 88 4 96 0 0 0 0 0 0 1 0
36 "TELEORMAN" "DIDEªTI" 1062 1061 1 0 530 529 1 0 1171 641 506 12 12 287 0 162 4 52 0 0 0 0 0 0 1 0
36 "TELEORMAN" "DOBROTEªTI" 3996 3876 120 0 1705 1585 120 0 4295 2590 1612 47 46 1102 4 134 20 349 0 0 0 0 0 0 3 0
36 "TELEORMAN" "DRACEA" 1425 1337 8 80 804 716 8 80 1562 758 764 17 23 661 0 53 0 50 0 0 0 0 0 0 0 0
36 "TELEORMAN" "DRAGANESTI-VLASCA" 1075 1058 17 0 445 428 17 0 1188 743 427 13 5 316 0 58 0 51 0 0 0 0 0 0 2 0
36 "TELEORMAN" "DRÃCªENEI" 1562 1464 21 77 981 883 21 77 1699 718 934 19 28 767 2 83 11 71 0 0 0 0 0 0 0 0
36 "TELEORMAN" "DRÃGÃNEªTI-VLAªCA" 2623 2568 39 16 1277 1226 39 12 2842 1565 1205 40 32 875 0 142 15 171 0 0 0 0 0 0 2 0
36 "TELEORMAN" "DRÃGÃNEªTI DE VEDE" 1759 1737 15 7 835 813 15 7 1926 1091 807 11 17 463 2 179 4 158 0 0 0 0 0 0 1 0
36 "TELEORMAN" "FÂNTÂNELE" 1587 1503 41 43 963 879 41 43 1661 698 936 15 12 597 1 256 0 80 0 0 0 0 0 2 0 0
36 "TELEORMAN" "FRÃSINET" 2258 2203 55 0 2006 1951 55 0 2445 439 1997 9 0 1801 0 176 0 20 0 0 0 0 0 0 0 0
36 "TELEORMAN" "FRUMOASA" 1943 1871 22 50 1106 1034 22 50 2072 966 1069 23 14 826 0 113 0 126 0 0 0 0 0 4 0 0
36 "TELEORMAN" "FURCULEªTI" 2901 2878 23 0 1338 1315 23 0 3200 1862 1291 30 17 985 0 136 0 167 0 0 0 0 0 3 0 0
36 "TELEORMAN" "GÃLÃTENI" 2296 2273 23 0 1917 1894 23 0 2546 629 1908 9 0 1784 53 43 0 28 0 0 0 0 0 0 0 0
36 "TELEORMAN" "GRATIA" 2263 2163 22 78 1457 1358 22 77 2491 1034 1425 24 8 1149 1 97 17 160 0 0 0 0 0 0 1 0
36 "TELEORMAN" "ISLAZ" 4712 4572 58 82 2534 2394 58 82 5175 2641 2423 71 40 1795 8 183 0 435 0 0 0 0 0 2 0 0
36 "TELEORMAN" "IZVOARELE" 2262 2251 11 0 1215 1204 11 0 2490 1275 1173 19 23 846 3 90 0 233 0 0 0 0 0 1 0 0
36 "TELEORMAN" "LISA" 2022 1929 6 87 978 886 6 86 2200 1222 949 8 21 614 1 243 0 90 0 0 0 0 0 1 0 0
36 "TELEORMAN" "LIÞA" 2577 2388 177 12 1274 1085 177 12 2677 1403 1223 34 17 894 0 66 0 259 0 0 0 0 0 4 0 0
36 "TELEORMAN" "LUNCA" 2795 2678 84 33 1307 1190 84 33 2990 1683 1257 21 29 979 3 73 0 199 0 0 0 0 0 3 0 0
36 "TELEORMAN" "MAVRODIN" 2172 2150 22 0 1110 1088 22 0 2395 1285 1076 21 13 578 1 376 5 114 0 0 0 0 0 0 2 0
36 "TELEORMAN" "MÃGURA" 2429 2360 10 59 1429 1360 10 59 2675 1246 1350 40 39 1014 2 118 22 191 0 0 0 0 0 0 3 0
36 "TELEORMAN" "MÃLDÃENI" 3709 3630 18 61 1834 1755 18 61 4025 2191 1796 26 12 1344 2 211 29 206 0 0 0 0 0 0 4 0
36 "TELEORMAN" "MÂRZÃNEªTI" 3286 3179 41 66 1993 1888 41 64 3588 1595 1933 43 17 1042 7 555 15 313 0 0 0 0 0 0 1 0
36 "TELEORMAN" "MERENI" 2259 2252 7 0 1244 1237 7 0 2510 1266 1210 32 2 1022 0 41 5 141 0 0 0 0 0 0 1 0
36 "TELEORMAN" "MOªTENI" 1312 1167 16 129 1161 1016 16 129 1435 274 1159 2 0 1123 0 29 0 7 0 0 0 0 0 0 0 0
36 "TELEORMAN" "MUNICIPIUL ALEXANDRIA" 45470 45043 411 16 21996 21569 411 16 49934 27938 21137 755 104 15031 61 2817 0 3075 0 0 0 0 0 0 153 0
36 "TELEORMAN" "MUNICIPIUL ROªIORII DE VEDE" 27860 27632 156 72 11921 11693 156 72 30789 18868 11528 304 89 8492 21 1363 269 1355 0 0 0 0 0 0 28 0
36 "TELEORMAN" "MUNICIPIUL TURNU MÃGURELE" 26522 26291 194 37 11623 11392 194 37 29069 17446 11218 310 95 7970 39 1193 0 1891 0 0 0 0 0 125 0 0
36 "TELEORMAN" "NANOV" 3129 3109 20 0 1472 1452 20 0 3435 1963 1419 36 17 979 3 94 0 335 0 0 0 0 0 0 8 0
36 "TELEORMAN" "NÃSTURELU" 2369 2332 21 16 1339 1302 21 16 2492 1153 1284 33 22 987 0 75 0 221 0 0 0 0 0 0 1 0
36 "TELEORMAN" "NECªEªTI" 1030 1023 7 0 621 614 7 0 1144 523 593 13 15 500 2 21 0 70 0 0 0 0 0 0 0 0
36 "TELEORMAN" "NENCIULEªTI" 2096 2058 38 0 1394 1356 38 0 2270 876 1359 13 22 1085 4 91 5 174 0 0 0 0 0 0 0 0
36 "TELEORMAN" "OLTENI" 2614 2534 35 45 2324 2244 35 45 2791 467 2322 2 0 2139 0 172 0 11 0 0 0 0 0 0 0 0
36 "TELEORMAN" "ORAª VIDELE" 9660 9541 77 42 5907 5789 77 41 10587 4680 5672 178 57 3429 10 1324 67 827 0 0 0 0 0 0 15 0
36 "TELEORMAN" "ORAª ZIMNICEA" 12653 12567 72 14 6563 6477 72 14 14886 8323 6330 172 61 5093 13 490 0 703 0 0 0 0 0 31 0 0
36 "TELEORMAN" "ORBEASCA" 6688 6466 200 22 3363 3142 200 21 7152 3789 3268 60 35 2538 1 235 21 472 0 0 0 0 0 0 1 0
36 "TELEORMAN" "PERETU" 6379 6248 131 0 4892 4761 131 0 6887 1995 4836 53 3 4044 4 590 0 193 0 0 0 0 0 0 5 0
36 "TELEORMAN" "PIATRA" 2813 2784 29 0 1728 1699 29 0 3095 1367 1679 34 15 1398 3 118 0 156 0 0 0 0 0 4 0 0
36 "TELEORMAN" "PIETROªANI" 2376 2340 33 3 1069 1033 33 3 2605 1536 1036 31 2 835 1 75 0 123 0 0 0 0 0 0 2 0
36 "TELEORMAN" "PLOPII-SLÃVITEªTI" 2160 2122 26 12 1142 1104 26 12 2371 1229 1083 21 38 567 5 194 0 316 0 0 0 0 0 1 0 0
36 "TELEORMAN" "PLOSCA" 5036 4988 48 0 3260 3212 48 0 5511 2251 3231 29 0 2368 0 610 0 250 0 0 0 0 0 0 3 0
36 "TELEORMAN" "POENI" 2391 2375 16 0 1087 1071 16 0 2626 1539 1040 30 17 463 1 382 4 190 0 0 0 0 0 0 0 0
36 "TELEORMAN" "POROSCHIA" 4065 3935 130 0 2382 2252 130 0 4348 1966 2284 69 29 1713 4 153 0 410 0 0 0 0 0 0 4 0
36 "TELEORMAN" "PURANI" 1236 1213 9 14 694 671 9 14 1340 646 666 9 19 463 0 117 4 81 0 0 0 0 0 0 1 0
36 "TELEORMAN" "PUTINEIU" 1934 1912 15 7 1233 1211 15 7 2130 897 1140 59 34 848 4 82 0 200 0 0 0 0 0 6 0 0
36 "TELEORMAN" "RÃDOIEªTI" 2015 1820 15 180 1410 1215 15 180 2025 615 1391 14 5 1312 0 51 0 28 0 0 0 0 0 0 0 0
36 "TELEORMAN" "RÃSMIREªTI" 736 735 1 0 335 334 1 0 839 504 325 4 6 169 0 62 3 90 0 0 0 0 0 0 1 0
36 "TELEORMAN" "SAELELE" 2251 2160 10 81 1508 1422 10 76 2396 888 1474 19 15 1224 0 78 0 171 0 0 0 0 0 1 0 0
36 "TELEORMAN" "SALCIA" 2440 2386 27 27 1456 1408 27 21 2665 1209 1401 22 33 1160 2 46 0 187 0 0 0 0 0 6 0 0
36 "TELEORMAN" "SÃCENI" 1124 1097 3 24 599 572 3 24 1247 648 568 25 6 359 0 113 15 79 0 0 0 0 0 0 2 0
36 "TELEORMAN" "SÂRBENI" 1226 1202 20 4 691 667 20 4 1345 654 675 9 7 511 1 60 7 96 0 0 0 0 0 0 0 0
36 "TELEORMAN" "SCRIOAªTEA" 3378 3348 30 0 1909 1879 30 0 3706 1797 1860 37 12 1394 2 261 23 176 0 0 0 0 0 0 4 0
36 "TELEORMAN" "SCURTU MARE" 1484 1380 10 94 851 763 10 78 1652 801 814 23 14 630 0 82 12 89 0 0 0 0 0 0 1 0
36 "TELEORMAN" "SEACA" 2115 2029 12 74 1059 974 12 73 2355 1296 994 32 33 751 0 54 0 184 0 0 0 0 0 5 0 0
36 "TELEORMAN" "SEGARCEA-VALE" 2816 2718 48 50 1644 1547 48 49 3016 1372 1568 45 31 1146 5 96 0 316 0 0 0 0 0 5 0 0
36 "TELEORMAN" "SFINÞEªTI" 997 948 0 49 662 613 0 49 1113 451 634 19 9 482 0 56 0 95 0 0 0 0 0 0 1 0
36 "TELEORMAN" "SILIªTEA" 2052 2008 44 0 1098 1054 44 0 2225 1127 1066 20 12 819 2 56 12 174 0 0 0 0 0 0 3 0
36 "TELEORMAN" "SILIªTEA-GUMEªTI" 2196 2180 16 0 904 888 16 0 2409 1505 865 19 20 610 2 86 4 162 0 0 0 0 0 0 1 0
36 "TELEORMAN" "SLOBOZIA  MÂNDRA" 1674 1458 111 105 1272 1056 111 105 1775 503 1227 12 33 1050 2 33 0 142 0 0 0 0 0 0 0 0
36 "TELEORMAN" "SMÂRDIOASA" 2071 2041 27 3 980 950 27 3 2215 1235 915 39 26 696 9 63 0 142 0 0 0 0 0 0 5 0
36 "TELEORMAN" "STEJARU" 1612 1581 30 1 779 748 30 1 1754 975 752 17 10 474 4 176 13 85 0 0 0 0 0 0 0 0
36 "TELEORMAN" "SUHAIA" 2131 2101 9 21 1088 1058 9 21 2343 1255 1052 14 22 616 2 323 0 110 0 0 0 0 0 1 0 0
36 "TELEORMAN" "ªTOROBÃNEASA" 2816 2748 15 53 1412 1346 15 51 3067 1655 1339 30 43 933 5 125 0 274 0 0 0 0 0 0 2 0
36 "TELEORMAN" "TALPA" 1661 1471 28 162 1113 925 28 160 1820 707 1078 31 4 918 1 64 5 90 0 0 0 0 0 0 0 0
36 "TELEORMAN" "TÃTÃRÃªTII DE  JOS" 3049 2979 16 54 1266 1196 16 54 3310 2044 1218 25 23 959 0 103 14 140 0 0 0 0 0 0 2 0
36 "TELEORMAN" "TÃTÃRÃªTII DE  SUS" 2438 2338 32 68 1393 1293 32 68 2626 1233 1344 25 24 1135 1 53 11 144 0 0 0 0 0 0 0 0
36 "TELEORMAN" "TRAIAN" 1700 1611 43 46 995 906 43 46 1825 830 960 17 18 730 4 50 0 175 0 0 0 0 0 1 0 0
36 "TELEORMAN" "TRIVALEA-MOªTENI" 2349 2336 13 0 1082 1069 13 0 2595 1513 1036 22 24 789 1 79 0 165 0 0 0 0 0 0 2 0
36 "TELEORMAN" "TROIANUL" 2676 2609 67 0 1352 1285 67 0 2891 1539 1292 27 33 965 2 110 0 212 0 0 0 0 0 3 0 0
36 "TELEORMAN" "ÞIGÃNEªTI" 4610 4388 92 130 2669 2447 92 130 4956 2287 2630 30 9 2246 1 120 0 258 0 0 0 0 0 5 0 0
36 "TELEORMAN" "UDA-CLOCOCIOV" 1528 1368 17 143 1059 899 17 143 1680 621 1015 20 24 772 1 80 0 162 0 0 0 0 0 0 0 0
36 "TELEORMAN" "VÂRTOAPE" 2435 2359 36 40 1592 1516 36 40 2625 1033 1558 24 10 1381 1 43 0 132 0 0 0 0 0 0 1 0
36 "TELEORMAN" "VEDEA" 2512 2438 12 62 1797 1723 12 62 2755 958 1559 238 0 1397 0 109 0 53 0 0 0 0 0 0 0 0
36 "TELEORMAN" "VIIªOARA" 1610 1528 13 69 989 909 13 67 1745 756 927 34 28 426 0 372 0 127 0 0 0 0 0 2 0 0
36 "TELEORMAN" "VITÃNEªTI" 2342 2161 13 168 1580 1399 13 168 2595 1015 1557 17 6 1336 1 59 4 157 0 0 0 0 0 0 0 0
36 "TELEORMAN" "ZÂMBREASCA" 1342 1274 17 51 760 692 17 51 1480 720 720 20 20 440 1 48 5 225 0 0 0 0 0 0 1 0
37 "TIMIª" "BALINT" 1347 1265 23 59 584 504 23 57 1500 916 563 13 8 310 72 45 19 117 0 0 0 0 0 0 0 0
37 "TIMIª" "BANLOC" 2467 2429 23 15 828 790 23 15 2799 1971 805 15 8 509 12 154 18 112 0 0 0 0 0 0 0 0
37 "TIMIª" "BARA" 300 280 20 0 132 112 20 0 500 368 128 2 2 71 7 17 5 28 0 0 0 0 0 0 0 0
37 "TIMIª" "BÂRNA" 1254 1226 28 0 483 455 28 0 1400 917 471 7 5 309 2 53 21 86 0 0 0 0 0 0 0 0
37 "TIMIª" "BEBA VECHE" 1288 1272 16 0 581 565 16 0 1400 819 565 14 2 248 40 195 6 76 0 0 0 0 0 0 0 0
37 "TIMIª" "BECICHERECU MIC" 2437 2395 7 35 710 668 7 35 2707 1997 693 10 7 463 3 124 10 93 0 0 0 0 0 0 0 0
37 "TIMIª" "BELINT" 2319 2278 21 20 826 785 21 20 2699 1873 808 16 2 440 8 208 8 144 0 0 0 0 0 0 0 0
37 "TIMIª" "BETHAUSEN" 2248 2222 26 0 854 828 26 0 2500 1646 826 14 14 519 11 94 22 180 0 0 0 0 0 0 0 0
37 "TIMIª" "BILED" 3264 3247 11 6 859 842 11 6 3500 2641 837 14 8 487 12 185 13 140 0 0 0 0 0 0 0 0
37 "TIMIª" "BIRDA" 1733 1677 26 30 871 815 26 30 1899 1028 858 11 2 632 4 115 8 99 0 0 0 0 0 0 0 0
37 "TIMIª" "BOGDA" 420 406 3 11 159 147 3 9 500 341 157 2 0 120 0 7 4 26 0 0 0 0 0 0 0 0
37 "TIMIª" "BOLDUR" 2003 1963 19 21 969 929 19 21 2200 1231 930 28 11 639 8 97 27 159 0 0 0 0 0 0 0 0
37 "TIMIª" "BRESTOVÃÞ" 587 574 11 2 214 201 11 2 800 586 207 4 3 72 2 74 5 54 0 0 0 0 0 0 0 0
37 "TIMIª" "BUCOVÃÞ" 1409 1397 9 3 591 579 9 3 1499 908 582 6 3 404 5 83 6 84 0 0 0 0 0 0 0 0
37 "TIMIª" "CÃRPINIª" 4396 4375 17 4 1149 1128 17 4 4800 3651 1122 21 6 585 22 284 7 224 0 0 0 0 0 0 0 0
37 "TIMIª" "CENAD" 3845 3843 1 1 714 712 1 1 4200 3486 690 16 8 248 36 220 17 169 0 0 0 0 0 0 0 0
37 "TIMIª" "CENEI" 2630 2585 10 35 795 750 10 35 2900 2105 764 17 14 473 35 93 16 147 0 0 0 0 0 0 0 0
37 "TIMIª" "CHECEA" 1583 1583 0 0 459 459 0 0 1699 1240 441 13 5 266 7 41 4 123 0 0 0 0 0 0 0 0
37 "TIMIª" "CHEVEREªU MARE" 1803 1696 20 87 708 603 20 85 2000 1292 695 7 6 522 14 44 14 101 0 0 0 0 0 0 0 0
37 "TIMIª" "COMLOªU MARE" 4236 4199 14 23 1388 1353 13 22 4703 3315 1345 30 13 884 15 114 13 319 0 0 0 0 0 0 0 0
37 "TIMIª" "COªTEIU" 3054 3015 37 2 965 926 37 2 3601 2636 941 14 10 475 67 155 18 226 0 0 0 0 0 0 0 0
37 "TIMIª" "CRICIOVA" 1349 1340 9 0 717 708 9 0 1507 790 703 10 4 401 5 219 14 64 0 0 0 0 0 0 0 0
37 "TIMIª" "CURTEA" 1086 1047 9 30 486 447 9 30 1100 614 471 12 3 357 2 37 11 64 0 0 0 0 0 0 0 0
37 "TIMIª" "DAROVA" 2675 2659 16 0 542 526 16 0 3002 2460 529 9 4 286 7 111 14 111 0 0 0 0 0 0 0 0
37 "TIMIª" "DENTA" 2667 2649 14 4 827 809 14 4 3000 2173 802 10 15 455 22 152 18 155 0 0 0 0 0 0 0 0
37 "TIMIª" "DUDEªTII NOI" 2418 2414 4 0 690 686 4 0 2600 1910 681 8 1 459 0 63 11 148 0 0 0 0 0 0 0 0
37 "TIMIª" "DUDEªTII VECHI" 3757 3682 16 59 1828 1753 16 59 4100 2272 1749 26 53 642 175 732 36 164 0 0 0 0 0 0 0 0
37 "TIMIª" "DUMBRAVA" 2224 2201 12 11 658 635 12 11 2400 1742 641 9 8 361 118 56 7 99 0 0 0 0 0 0 0 0
37 "TIMIª" "DUMBRÃVIÞA" 4981 4948 32 1 1710 1677 32 1 5309 3599 1658 48 4 948 189 414 17 90 0 0 0 0 0 0 0 0
37 "TIMIª" "FÂRDEA" 1528 1514 13 1 611 597 13 1 1699 1088 596 10 5 373 10 97 13 103 0 0 0 0 0 0 0 0
37 "TIMIª" "FIBIª" 1345 1325 4 16 423 403 4 16 1504 1081 415 5 3 250 1 49 8 107 0 0 0 0 0 0 0 0
37 "TIMIª" "FOENI" 1469 1462 6 1 301 294 6 1 1595 1294 290 4 7 168 21 58 6 37 0 0 0 0 0 0 0 0
37 "TIMIª" "GAVOJDIA" 2406 2389 14 3 772 755 14 3 2700 1928 754 15 3 522 2 111 17 102 0 0 0 0 0 0 0 0
37 "TIMIª" "GHILAD" 1636 1624 3 9 371 361 3 7 1900 1529 363 5 3 214 9 58 7 75 0 0 0 0 0 0 0 0
37 "TIMIª" "GHIRODA" 5058 5025 30 3 1642 1609 30 3 5499 3858 1595 44 2 985 32 357 25 196 0 0 0 0 0 0 0 0
37 "TIMIª" "GHIZELA" 1002 987 15 0 340 325 15 0 1100 760 330 5 5 232 7 40 7 44 0 0 0 0 0 0 0 0
37 "TIMIª" "GIARMATA" 5475 5451 23 1 1650 1626 23 1 6000 4350 1617 25 8 828 19 323 54 393 0 0 0 0 0 0 0 0
37 "TIMIª" "GIERA" 1149 1136 13 0 363 350 13 0 1402 1039 354 5 4 201 30 74 11 38 0 0 0 0 0 0 0 0
37 "TIMIª" "GIROC" 6738 6600 54 84 2442 2343 45 54 7100 4658 2348 85 9 1470 32 487 48 311 0 0 0 0 0 0 0 0
37 "TIMIª" "GIULVÃZ" 2432 2420 12 0 706 694 12 0 2698 1992 672 22 12 432 6 80 9 145 0 0 0 0 0 0 0 0
37 "TIMIª" "GOTTLOB" 2143 2135 7 1 633 625 7 1 2300 1667 621 7 5 169 9 339 7 97 0 0 0 0 0 0 0 0
37 "TIMIª" "IECEA MARE" 2145 2136 4 5 1009 1000 4 5 2400 1391 991 9 9 852 3 45 4 87 0 0 0 0 0 0 0 0
37 "TIMIª" "JAMU MARE" 2589 2496 26 67 1003 915 25 63 2800 1797 990 7 6 609 10 203 11 157 0 0 0 0 0 0 0 0
37 "TIMIª" "JEBEL" 2909 2873 21 15 1096 1062 21 13 3199 2103 1068 25 3 734 1 169 12 152 0 0 0 0 0 0 0 0
37 "TIMIª" "LENAUHEIM" 5015 4980 11 24 1148 1120 11 17 5500 4352 1123 20 5 462 16 276 14 355 0 0 0 0 0 0 0 0
37 "TIMIª" "LIEBLING" 3258 3231 25 2 763 736 25 2 3703 2940 741 17 5 410 6 80 17 228 0 0 0 0 0 0 0 0
37 "TIMIª" "LIVEZILE" 1354 1346 8 0 395 387 8 0 1499 1104 387 5 3 243 13 37 15 79 0 0 0 0 0 0 0 0
37 "TIMIª" "LOVRIN" 3342 3330 10 2 906 894 10 2 3700 2794 887 15 4 365 2 323 13 184 0 0 0 0 0 0 0 0
37 "TIMIª" "MARGINA" 1905 1851 18 36 911 857 18 36 2100 1189 898 7 6 618 6 86 9 179 0 0 0 0 0 0 0 0
37 "TIMIª" "MAªLOC" 1972 1947 8 17 603 578 8 17 2200 1597 589 6 8 323 4 44 20 198 0 0 0 0 0 0 0 0
37 "TIMIª" "MÃNÃªTIUR" 1381 1368 13 0 539 526 13 0 1599 1060 530 4 5 352 3 58 14 103 0 0 0 0 0 0 0 0
37 "TIMIª" "MORAVIÞA" 2187 2160 26 1 970 943 26 1 2500 1530 949 10 11 714 8 121 15 91 0 0 0 0 0 0 0 0
37 "TIMIª" "MOªNIÞA NOUÃ" 4924 4872 36 16 1691 1639 36 16 5306 3615 1635 45 11 947 103 316 21 248 0 0 0 0 0 0 0 0
37 "TIMIª" "MUNICIPIUL LUGOJ" 40123 39903 210 10 12516 12296 210 10 45287 32778 12226 226 57 7722 453 2382 234 1435 0 0 0 0 0 0 0 0
37 "TIMIª" "MUNICIPIUL TIMIªOARA" 286370 284805 1383 182 90149 88584 1383 182 312668 222525 87733 2056 304 53586 3412 19562 1728 9007 438 0 0 0 0 0 0 0
37 "TIMIª" "NÃDRAG" 2493 2471 21 1 1007 985 21 1 2800 1793 957 43 7 577 11 147 22 200 0 0 0 0 0 0 0 0
37 "TIMIª" "NIÞCHIDORF" 1356 1342 14 0 466 452 14 0 1600 1134 442 12 12 265 9 50 25 93 0 0 0 0 0 0 0 0
37 "TIMIª" "OHABA LUNGÃ" 892 870 9 13 452 430 9 13 1100 648 439 3 10 289 3 52 16 79 0 0 0 0 0 0 0 0
37 "TIMIª" "ORAª BUZIAª" 6930 6883 43 4 2236 2189 43 4 7600 5366 2192 33 9 1516 32 241 43 360 0 0 0 0 0 0 0 0
37 "TIMIª" "ORAª CIACOVA" 4307 4275 29 3 1240 1208 29 3 4800 3560 1206 22 12 638 34 278 32 224 0 0 0 0 0 0 0 0
37 "TIMIª" "ORAª DETA" 6342 6257 83 2 2224 2139 83 2 6900 4676 2165 36 23 943 90 940 38 154 0 0 0 0 0 0 0 0
37 "TIMIª" "ORAª FÃGET" 6239 6117 78 44 2969 2847 78 44 7006 4037 2862 60 47 1939 57 498 46 322 0 0 0 0 0 0 0 0
37 "TIMIª" "ORAª GÃTAIA" 5224 5106 51 67 1965 1847 51 67 5800 3835 1906 32 27 1050 70 507 30 249 0 0 0 0 0 0 0 0
